Question Report,,,,,
798,Do I need the learner kit right now?,James Zedak,'-,Do I need the learner kit right now?,James Zedak
798,Do I need the learner kit right now?,James Zedak,'-,No. As long as you have it before you submit your PMP application you are fine.,Carl Mullin
799,Attendance check!!!!,jogirima,'-,,
800,struggling to find resources in percipio please,Ralph Okeke,'-,struggling to find resources in percipio please,Ralph Okeke
800,struggling to find resources in percipio please,Ralph Okeke,'-,"The Bootcamp resources have been uploaded to the Bootcamp Channel in Percipio. Please visit the Bootcamp Channel in Percipio and select the Resources drop-down to locate the course files. 
 
To locate the Bootcamp resources in Percipio, please follow these steps:
1. Log into Percipio
2. Select Library > Showcase > Skillsoft Bootcamps > Project Management Bootcamps
3. Select the Project Management Professional (PMP) ATP Bootcamp: 5 Day Cohort channel
4. On the Channel page, select 'Resources'
 
You may also download the course resources online at GitHub using the below URL. Once on the GitHub page, download the course files by selecting the ‘Code’ button and then ‘Download ZIP’. 
https://github.com/Skillsoft-Content/PMP5Day

Should you wish to contact the Skillsoft Customer Support Team directly, you can obtain the contact information for Live Help chat, E-mail, or Phone from the following web page:
http://support.skillsoft.com/contact.asp",Eian Clair
801,how do you sign in for attendance?,Jose Magana,'-,"The Attendance Tracker document should be used by everyone and includes the tables to manually fill in for attendance, all the details on how to fill in your attendance with an example as well as when and where to upload it once you complete the Bootcamp. You can download the attendance tracker file ""PMP Bootcamp 5-Day and 8-Day Attendance Tracker and Certificate Request Process.docx"" from the following location by clicking the file and choosing Download.

https://github.com/Skillsoft-Content/PMP5Day/tree/main/5-Day%20Attendance%20and%20Certificates%20of%20Completion%20Info

If you are a Percipio user looking for the Attendance Tracker under Resources in Percipio it's called ""PMP Bootcamp 5-Day and 8-Day Attendance Tracker and Certificate Request Process"". Please scroll down the list under Resources.",Carl Mullin
802,When can we order the learner kit?,David Stevens,'-,When can we order the learner kit?,David Stevens
802,When can we order the learner kit?,David Stevens,'-,Before you submit your application to PMI,Carl Mullin
803,is that you responding to me kevin?,Christopher Murray,'-,is that you responding to me kevin?,Christopher Murray
804,how do I get a learner kit?,Natasha Crawford,'-,how do I get a learner kit?,Natasha Crawford
804,how do I get a learner kit?,Natasha Crawford,'-,"You may purchase a learner kit online at:
https://www.skillsoft.com/pmp-voucher-offering",Eian Clair
805,What if my PMP application was accepted but I didn't have a learner kit?,Carmen Tang,'-,What if my PMP application was accepted but I didn't have a learner kit?,Carmen Tang
805,What if my PMP application was accepted but I didn't have a learner kit?,Carmen Tang,'-,"I'm not sure what you mean. Your PMI account is directly tied the login to the PMP learner Kit, which you need to purchase if you are taking the PMP exam.",Carl Mullin
806,Can you repeat the website pmu.lochoice one,Rebecca Moses Dmello,'-,Can you repeat the website pmu.lochoice one,Rebecca Moses Dmello
806,Can you repeat the website pmu.lochoice one,Rebecca Moses Dmello,'-,https://pmi.lochoice.com,Eian Clair
807,What is cost of learner kit?,DeShelia Hall,'-,"It is listed on the website linked below. $119 USD 

You may purchase a learner kit online at:
https://www.skillsoft.com/pmp-voucher-offering",Eian Clair
808,I intend to take the exam,James Zedak,'-,I intend to take the exam,James Zedak
808,I intend to take the exam,James Zedak,'-,I'm not sure what your question is here.,Carl Mullin
809,ok,Fernando Pereira,'-,ok,Fernando Pereira
810,Good Morning Everyone!,Yesuraj Nadar,'-,,
811,"Hello, what is the pass rate for people doing this 5-day PMP course?",John Nystrom,'-,"Hello, what is the pass rate for people doing this 5-day PMP course?",John Nystrom
811,"Hello, what is the pass rate for people doing this 5-day PMP course?",John Nystrom,'-,live answered,Orlando Sequera
812,"If I decide to sit for the PMP exam at a later date, can I purchase the learner kit later?  Will I have to sit for another 35hour training at that time?",Kelly Hammond,'-,"If I decide to sit for the PMP exam at a later date, can I purchase the learner kit later?  Will I have to sit for another 35hour training at that time?",Kelly Hammond
812,"If I decide to sit for the PMP exam at a later date, can I purchase the learner kit later?  Will I have to sit for another 35hour training at that time?",Kelly Hammond,'-,"You can purchase it later, and your training received in this Bootcamp will still count.",Eian Clair
813,I switched to Zoom to be able to see the video and get audio. staying on percipio for attendance. thanks,HARRIS SATARI,'-,I switched to Zoom to be able to see the video and get audio. staying on percipio for attendance. thanks,HARRIS SATARI
814,I'm being told the learner kit is NOT mandatory for the exam,Margette Baker,'-,I'm being told the learner kit is NOT mandatory for the exam,Margette Baker
814,I'm being told the learner kit is NOT mandatory for the exam,Margette Baker,'-,"The learner kit is required if you are using the PMP ATP Bootcamp as your certified training hours. 

You may purchase a learner kit online at:
https://www.skillsoft.com/pmp-voucher-offering",Eian Clair
815,"If I will not be taking the exam through PMP ATP, can I still get the 35 hours certificate by attending this boot camp?  Or do I need to go through PMP ATP for exam? ",Fatema Alharbi,'-,"If I will not be taking the exam through PMP ATP, can I still get the 35 hours certificate by attending this boot camp?  Or do I need to go through PMP ATP for exam? ",Fatema Alharbi
815,"If I will not be taking the exam through PMP ATP, can I still get the 35 hours certificate by attending this boot camp?  Or do I need to go through PMP ATP for exam? ",Fatema Alharbi,'-,"You can get a certificate by attending this Bootcamp. However, you still need to meet the attendance requirements",Carl Mullin
816,where do you submit the tracker?,David He,'-,where do you submit the tracker?,David He
816,where do you submit the tracker?,David He,'-,Pages 20 and 21 in the attedance tracker document explains where to send it.,Carl Mullin
817,how do I download the attendance sheet,James Zedak,'-,how do I download the attendance sheet,James Zedak
817,how do I download the attendance sheet,James Zedak,'-,"You can download the attendance tracker file ""PMP Bootcamp 5-Day and 8-Day Attendance Tracker and Certificate Request Process.docx"" from the following location by clicking the file and choosing Download.

https://github.com/Skillsoft-Content/PMP5Day/tree/main/5-Day%20Attendance%20and%20Certificates%20of%20Completion%20Info",Carl Mullin
818,What is the break schedule?,Natasha Crawford,'-,What is the break schedule?,Natasha Crawford
818,What is the break schedule?,Natasha Crawford,'-,There are a couple of breaks around the 1 hour 15 mins mark and the main lunch break is at 1:30 PM EDT,Carl Mullin
819,Check,Vladislav Chasnyk,'-,Check,Vladislav Chasnyk
820,I'm being told the learner kit is NOT mandatory for the exam by percipio in the chat live. is that true?,Jorge Del Rio,'-,I'm being told the learner kit is NOT mandatory for the exam by percipio in the chat live. is that true?,Jorge Del Rio
820,I'm being told the learner kit is NOT mandatory for the exam by percipio in the chat live. is that true?,Jorge Del Rio,'-,"No, please listen to us. All participants in Skillsoft’s ATP-authorized PMP Bootcamps who intend to sit for the PMP exam are required to have a PMP Learner Kit. This PMP Learner Kit is not required for participants who are attending the Bootcamp for reasons other than taking the exam, such as expanding their project management knowledge, or earning continuing education credit.",Carl Mullin
821,where do you submit the attendance tracker?,David He,'-,where do you submit the attendance tracker?,David He
821,where do you submit the attendance tracker?,David He,'-,"See pages 20 and 21 in the file. The Attendance Tracker document should be used by everyone and includes the tables to manually fill in for attendance, all the details on how to fill in your attendance with an example as well as when and where to upload it once you complete the Bootcamp.",Carl Mullin
822,How long do you have after completing this course to take the PMP exam before the 35 PDUs expire?,RYAN HORNBACK,'-,How long do you have after completing this course to take the PMP exam before the 35 PDUs expire?,RYAN HORNBACK
822,How long do you have after completing this course to take the PMP exam before the 35 PDUs expire?,RYAN HORNBACK,'-,"They do not expire, take the time you need to prepare.",Eian Clair
823,how to check on the attendance.,Dhruv Malhotra,'-,"There is no place for you to check. The Attendance Tracker document should be used by everyone and includes the tables to manually fill in for attendance, all the details on how to fill in your attendance with an example as well as when and where to upload it once you complete the Bootcamp. You can download the attendance tracker file ""PMP Bootcamp 5-Day and 8-Day Attendance Tracker and Certificate Request Process.docx"" from the following location by clicking the file and choosing Download.

https://github.com/Skillsoft-Content/PMP5Day/tree/main/5-Day%20Attendance%20and%20Certificates%20of%20Completion%20Info",Carl Mullin
824,I still was not able to purchase a learner kit via skillsoft. Even after following instructions on video,Sara Hart,'-,I still was not able to purchase a learner kit via skillsoft. Even after following instructions on video,Sara Hart
824,I still was not able to purchase a learner kit via skillsoft. Even after following instructions on video,Sara Hart,'-,"If you experience any issues, please reach out to Skillsoft Customer Support. 

Should you wish to contact the Skillsoft Customer Support Team directly, you can obtain the contact information for Live Help chat, E-mail, or Phone from the following web page:
http://support.skillsoft.com/contact.asp",Eian Clair
825,"If I intend to take the exam in a future date, say next year, do i need the learner kit now or can I acquire it later?",Alisson Roberto Gomes,'-,"If I intend to take the exam in a future date, say next year, do i need the learner kit now or can I acquire it later?",Alisson Roberto Gomes
